掯,7
淮,7
淌,7
淙,7
檄,7
皿,7
劖,7
咙,7
祐,7
姆,7
蝎,7
娜,7
啐,7
挞,7
娑,7
笤,7
窖,7
蜢,7
蜃,6
胞,6
疲,6
芋,6
荔,6
缃,6
煨,6
篙,6
薪,6
姊,6
锄,6
霆,6
懂,6
迥,6
狞,6
獾,6
捍,6
攥,6
罚,6
忤,6
叠,6
翼,6
役,6
咆,6
咨,6
酿,6
俟,6
胃,6
獗,6
罔,6
屑,6
艮,6
誉,6
舆,6
锻,6
怖,6
践,6
赠,6
谤,6
瘴,6
赁,6
淹,6
奠,6
嚎,6
鸥,6
菱,6
蓑,6
谕,6
耿,6
栊,6
傅,6
衡,6
伪,6
臻,6
亩,6
梵,6
抗,6
泱,6
佩,6
疴,6
贾,6
寐,6
嘹,6
罴,6
艾,6
膂,6
忌,6
扒,6
蝼,6
惩,6
峭,6
邅,6
募,6
哂,6
嚣,6
軃,6
瑕,6
裤,6
钥,6
鬣,6
划,6
荧,6
究,6
痨,6
缆,6
蚊,6
觔,6
睦,6
麝,6
犺,6
蒜,6
茸,6
姜,6
吕,6
肤,6
嘈,6
嫉,6
胯,6
帏,6
叇,6
估,6
魇,6
盒,6
漱,6
漓,6
迈,6
沥,6
捡,6
哺,6
徵,6
嚏,6
蜈,6
蚣,6
箸,6
裘,6
彤,6
韩,6
腕,6
垛,6
葵,6
掮,6
嗛,6
铎,6
宦,6
蚂,6
谣,6
堵,6
旃,6
吴,5
兹,5
戌,5
隅,5
穹,5
饵,5
溅,5
湲,5
萦,5
橙,5
翔,5
伟,5
庑,5
燃,5
儒,5
厦,5
滂,5
沱,5
脐,5
觞,5
廉,5
恃,5
绶,5
卑,5
萼,5
醪,5
协,5
椿,5
楮,5
呈,5
樗,5
殄,5
哦,5
坦,5
疆,5
瑜,5
澜,5
考,5
娶,5
魁,5
缢,5
啕,5
椽,5
艇,5
矩,5
蝴,5
尧,5
扠,5
踌,5
躇,5
仿,5
蜀,5
储,5
魑,5
渭,5
痖,5
诬,5
囚,5
奁,5
镶,5
讽,5
诣,5
跋,5
呖,5
媳,5
聆,5
馁,5
懊,5
匀,5
驰,5
玳,5
瑁,5
耗,5
咸,5
伫,5
涩,5
镫,5
轳,5
膛,5
攸,5
瞎,5
貂,5
坂,5
戗,5
锈,5
绷,5
圜,5
窕,5
庖,5
秾,5
枒,5
啭,5
唆,5
簸,5
韬,5
屎,5
纬,5
脯,5
蕈,5
嶒,5
魀,5
慕,5
缎,5
搽,5
旺,5
脾,5
煼,5
虼,5
蚤,5
鹃,5
贻,5
祀,5
衾,5
幕,5
版,5
偃,5
肐,5
冗,5
隙,5
牧,5
兆,5
卺,5
汲,5
琥,5
珀,5
蟾,5
砑,5
庸,5
餂,5
囔,5
讹,5
尤,5
蠙,5
豸,5
犼,5
厂,5
（,4
）,4
幻,4
凯,4
蹉,4
赋,4
樽,4
楷,4
脆,4
酪,4
榛,4
苓,4
炊,4
岚,4
朴,4
搔,4
颖,4
懵,4
坯,4
谜,4
曳,4
昌,4
溟,4
虐,4
睆,4
胄,4
磊,4
矬,4
尻,4
矛,4
谙,4
榔,4
宋,4
掭,4
届,4
骢,4
羸,4
藐,4
悉,4
靖,4
蒂,4
缉,4
娄,4
窜,4
捋,4
锟,4
函,4
跤,4
匡,4
瑟,4
姬,4
嗅,4
恒,4
叭,4
吽,4
皤,4
糜,4
孟,4
敷,4
纽,4
宥,4
疥,4
忝,4
租,4
霸,4
穗,4
鹧,4
鸪,4
芹,4
榆,4
楠,4
黍,4
诞,4
爻,4
荼,4
梓,4
郊,4
牖,4
辩,4
仃,4
韂,4
晋,4
薛,4
舂,4
恤,4
闺,4
捐,4
阇,4
择,4
楫,4
宠,4
饯,4
蘋,4
雉,4
粱,4
掘,4
螺,4
纻,4
拑,4
犊,4
耙,4
蹙,4
秧,4
玷,4
腆,4
狭,4
戳,4
湘,4
翳,4
鯾,4
鲌,4
轴,4
缁,4
窈,4
娃,4
懞,4
阆,4
僵,4
馋,4
碟,4
蛭,4
伊,4
禳,4
纶,4
希,4
摺,4
汹,4
霖,4
哜,4
嵂,4
崒,4
廓,4
娱,4
烨,4
拒,4
崚,4
涸,4
枢,4
桨,4
桅,4
鹉,4
峪,4
鲸,4
萌,4
植,4
嗽,4
笛,4
醴,4
雇,4
晤,4
焃,4
鐏,4
杓,4
悭,4
漾,4
挜,4
戮,4
纭,4
衕,4
肱,4
痰,4
蒺,4
蜍,4
娉,4
婷,4
薇,4
哇,4
荠,4
弊,4
瑰,3
檎,3
榧,3
茯,3
羹,3
蛤,3
筐,3
仞,3
箬,3
衠,3
孀,3
髽,3
揲,3
蓍,3
什,3
驻,3
旬,3
掏,3
挦,3
抠,3
忻,3
镰,3
攘,3
赊,3
狨,3
吅,3
闱,3
卞,3
阅,3
疙,3
旄,3
璧,3
暨,3
骝,3
〔,3
〕,3
宛,3
泯,3
尪,3
虬,3
扆,3
轸,3
骆,3
鹚,3
鸶,3
鸨,3
汀,3
宪,3
纺,3
咏,3
悖,3
寰,3
涵,3
浦,3
庇,3
靦,3
枭,3
俺,3
茭,3
豝,3
寓,3
稚,3
瓯,3
晖,3
荻,3
勣,3
惴,3
箝,3
瞧,3
笏,3
仵,3
庐,3
唯,3
菡,3
萏,3
徭,3
兼,3
窥,3
疯,3
沁,3
炷,3
砧,3
悴,3
巩,3
牯,3
啅,3
矢,3
徉,3
圯,3
倨,3
屉,3
骊,3
挛,3
瞅,3
揸,3
棚,3
煤,3
惚,3
荜,3
钤,3
纥,3
淄,3
吁,3
苇,3
茧,3
钝,3
屹,3
岱,3
硝,3
饧,3
堡,3
蟆,3
糯,3
嗒,3
尴,3
钿,3
紊,3
筒,3
唣,3
垫,3
桐,3
蘼,3
槿,3
圃,3
茄,3
赔,3
裔,3
鐄,3
祯,3
曼,3
鋘,3
绸,3
缪,3
樊,3
蛙,3
茔,3
谗,3
髭,3
诘,3
卤,3
鞘,3
掇,3
踞,3
咎,3
鞠,3
簌,3
卮,3
堑,3
揾,3
侥,3
窠,3
蛋,3
蓏,3
缀,3
抉,3
范,3
煠,3
隶,3
臀,3
豺,3
茉,3
槁,3
够,3
敦,3
笊,3
例,3
狔,3
鲭,3
鱑,3
伍,3
笃,3
眸,3
泊,3
俚,3
咂,3
泻,3
骘,3
藻,3
峤,3
咿,3
湍,3
褒,3
熄,3
括,3
喃,3
航,3
蹼,3
恣,3
粪,3
拗,3
冢,3
肖,3
誊,3
颅,3
蠃,3
沸,3
牺,3
稼,3
谯,3
盲,3
傞,3
菾,3
魈,3
遐,3
恙,3
拌,3
贮,3
蜇,3
鴏,3
鲮,3
晾,3
恓,3
杠,3
媾,3
嬝,3
蔷,3
亵,3
式,3
址,3
芰,3
鳷,3
需,3
[,2
],2
绍,2
晡,2
譬,2
帷,2
罍,2
刨,2
枇,2
杷,2
酲,2
柰,2
橘,2
挖,2
巉,2
箨,2
芜,2
斫,2
皋,2
滥,2
汾,2
褶,2
肋,2
屣,2
霾,2
羚,2
遨,2
禺,2
酩,2
酊,2
裸,2
翱,2
骅,2
骕,2
骦,2
膘,2
赎,2
齑,2
谏,2
敏,2
犭,2
酡,2
培,2
懿,2
睖,2
酕,2
醄,2
氐,2
丙,2
谴,2
癫,2
鏖,2
链,2
溶,2
蕴,2
鞑,2
靼,2
苹,2
谱,2
蟋,2
陕,2
颁,2
咪,2
舔,2
拭,2
蒹,2
葭,2
蛀,2
缯,2
爊,2
盟,2
鲥,2
玑,2
掉,2
冕,2
讴,2
爇,2
枰,2
勋,2
殡,2
殓,2
麾,2
票,2
寥,2
栓,2
彰,2
狰,2
帔,2
欹,2
剂,2
淳,2
俭,2
骈,2
遏,2
愍,2
衷,2
傻,2
噬,2
评,2
钮,2
駔,2
憔,2
黯,2
羔,2
迤,2
逶,2
浼,2
粟,2
蒭,2
袂,2
篡,2
鳅,2
詈,2
刬,2
咇,2
耘,2
虏,2
笄,2
唉,2
燧,2
槅,2
畿,2
岗,2
贽,2
爨,2
裩,2
谆,2
喙,2
辍,2
肾,2
诡,2
颏,2
嗣,2
嶝,2
姢,2
芊,2
猥,2
疸,2
谪,2
饷,2
鲊,2
很,2
绔,2
嗤,2
趄,2
谄,2
佞,2
瓠,2
蕖,2
苋,2
咀,2
噀,2
縺,2
烫,2
倩,2
颧,2
惺,2
齁,2
曙,2
榾,2
柮,2
劬,2
騂,2
铊,2
醍,2
醐,2
喑,2
某,2
渗,2
券,2
啻,2
韶,2
镔,2
靿,2
娲,2
洼,2
漷,2
棬,2
熯,2
炽,2
缟,2
昙,2
谶,2
褴,2
狤,2
懦,2
膻,2
貔,2
筮,2
嫡,2
玫,2
壅,2
瀼,2
嗉,2
瘖,2
瞥,2
磴,2
搊,2
奢,2
萍,2
獝,2
闸,2
赫,2
鲨,2
戎,2
犒,2
竦,2
镯,2
迩,2
仲,2
砥,2
蚌,2
鲈,2
迫,2
佣,2
簧,2
厕,2
灒,2
嬉,2
杲,2
遽,2
蹅,2
疮,2
疤,2
蚓,2
噇,2
伉,2
跬,2
裀,2
猷,2
锢,2
驷,2
锥,2
菂,2
圞,2
澌,2
怅,2
媸,2
犁,2
藿,2
卓,2
睺,2
霁,2
蕃,2
膜,2
夙,2
绚,2
僝,2
僽,2
殖,2
佥,2
阊,2
阖,2
菔,2
匆,2
痈,2
笞,2
畦,2
翕,2
鲲,2
酷,2
稠,2
漕,2
烙,2
嫱,2
诓,2
哃,2
乜,2
霏,2
Q,2
眺,2
嗓,2
鍪,2
琐,2
赓,2
董,2
轧,2
貉,2
亨,2
蝠,2
觜,2
盱,2
眙,2
泗,2
倈,2
嘬,2
齆,2
涝,2
郑,2
痊,2
疗,2
芤,2
菰,2
粽,2
絯,2
蓦,2
獭,2
恹,2
毯,2
铛,2
潠,2
篓,2
婵,2
娟,2
肘,2
渍,2
虀,2
翛,2
淤,2
呕,2
哕,2
蛩,2
帜,2
翮,2
赥,2
腭,2
蜗,2
湅,2
漉,2
箪,2
呦,2
拶,2
搲,2
俦,2
玎,2
珰,2
橄,2
榄,2
桔,2
订,2
箔,2
嶷,2
嘎,2
睳,2
驹,2
掂,2
炳,2
握,2
荞,2
哲,2
畴,2
楟,2
檠,2
琅,2
醺,2
旻,2
贰,2
熳,2
熙,2
抑,2
姮,2
穰,2
欷,2
娼,2
铭,2
辜,2
孰,2
箧,2
/,1
邵,1
邷,1
帓,1
渣,1
苞,1
蔗,1
柑,1
薏,1
苡,1
麓,1
迳,1
恬,1
籴,1
绾,1
麈,1
㳠,1
蜷,1
薰,1
赑,1
拊,1
吧,1
獒,1
槺,1
鲅,1
鳝,1
键,1
瘩,1
铣,1
骐,1
骥,1
騄,1
駬,1
駃,1
騠,1
騔,1
騕,1
褭,1
騊,1
駼,1
逾,1
寮,1
嚓,1
它,1
壤,1
憩,1
翥,1
咧,1
汽,1
鹳,1
鲂,1
谊,1
愕,1
箴,1
刳,1
煽,1
兑,1
痫,1
翊,1
摔,1
辂,1
蓄,1
辐,1
辏,1
祗,1
沓,1
袛,1
斛,1
警,1
￥,1
碛,1
憎,1
擢,1
闾,1
讼,1
橹,1
荇,1
楝,1
樨,1
茆,1
狎,1
僭,1
憨,1
阃,1
璞,1
鲫,1
眭,1
旒,1
肓,1
悮,1
凸,1
俨,1
皻,1
杻,1
杈,1
沤,1
逝,1
柩,1
叛,1
鄂,1
矫,1
祚,1
龛,1
癸,1
鹗,1
簆,1
琮,1
述,1
鹜,1
牸,1
啖,1
靡,1
瘫,1
笆,1
苾,1
徜,1
,1
薅,1
筇,1
谵,1
灸,1
症,1
咶,1
幄,1
眩,1
泓,1
阜,1
渚,1
粲,1
婪,1
殒,1
炁,1
弭,1
焜,1
袢,1
铄,1
岑,1
恻,1
蛱,1
豚,1
俫,1
喋,1
勅,1
贿,1
,1
耨,1
腼,1
趷,1
锚,1
蹶,1
啮,1
鹁,1
鸽,1
嘑,1
坫,1
橦,1
钏,1
炸,1
杭,1
趟,1
予,1
幛,1
玠,1
沃,1
浙,1
蔑,1
暧,1
辿,1
茎,1
鬘,1
嘲,1
尬,1
篏,1
蹻,1
鬅,1
稔,1
菠,1
莙,1
荙,1
薯,1
芫,1
荽,1
韭,1
薤,1
荬,1
菘,1
痞,1
撬,1
瓴,1
傀,1
儡,1
猾,1
蜾,1
鷫,1
,1
诨,1
炙,1
蛆,1
彭,1
杉,1
柘,1
膀,1
槟,1
窦,1
腋,1
埠,1
磲,1
阡,1
弁,1
籥,1
洛,1
雍,1
丕,1
潘,1
毋,1
糰,1
咱,1
栅,1
圩,1
逗,1
鹥,1
唠,1
偌,1
渤,1
谲,1
蹍,1
枓,1
酾,1
夬,1
堰,1
蹋,1
瞽,1
茴,1
港,1
褛,1
邂,1
逅,1
庾,1
宏,1
＋,1
歉,1
赈,1
鹄,1
娩,1
骠,1
袒,1
孺,1
慽,1
羑,1
榇,1
莉,1
棣,1
缄,1
捘,1
杌,1
猁,1
侈,1
趫,1
冽,1
毬,1
鳠,1
综,1
泞,1
踡,1
跼,1
驽,1
羲,1
潦,1
舱,1
嗗,1
鱨,1
鲻,1
鮆,1
蛎,1
蛏,1
鲆,1
蟮,1
鲙,1
鲳,1
昊,1
窘,1
馑,1
刎,1
倥,1
忐,1
忑,1
郸,1
拟,1
讪,1
蚯,1
罾,1
褥,1
币,1
炖,1
沍,1
摊,1
皐,1
谩,1
孛,1
雹,1
勺,1
漩,1
橐,1
骄,1
抅,1
睍,1
暄,1
曛,1
桡,1
瞰,1
艎,1
舵,1
樯,1
烤,1
蘩,1
蜋,1
枋,1
绺,1
妁,1
蘛,1
俪,1
鸬,1
揫,1
愉,1
衽,1
拇,1
距,1
汨,1
慷,1
揞,1
搕,1
確,1
隘,1
鑨,1
搫,1
靸,1
吮,1
溲,1
俎,1
妓,1
酝,1
惮,1
铿,1
鹐,1
癀,1
盞,1
恢,1
倜,1
傥,1
墟,1
绘,1
熔,1
宸,1
铩,1
芬,1
戛,1
俄,1
慰,1
删,1
泌,1
淇,1
澳,1
筠,1
妲,1
阕,1
砺,1
涴,1
滉,1
麖,1
囒,1
窊,1
蝙,1
掤,1
裾,1
跣,1
嵩,1
颐,1
蒯,1
碴,1
霉,1
圊,1
拧,1
颉,1
Z,1
J,1
旭,1
赣,1
馉,1
饳,1
呱,1
诂,1
喁,1
沛,1
隋,1
玨,1
噘,1
膨,1
龁,1
溢,1
盅,1
菖,1
炫,1
汛,1
剽,1
铳,1
铇,1
侪,1
坞,1
乏,1
怛,1
瘢,1
啾,1
跘,1
臁,1
蹴,1
踘,1
羿,1
杪,1
阮,1
渠,1
嵎,1
毧,1
僚,1
鷃,1
龈,1
筝,1
{,1
儾,1
焙,1
趾,1
鞦,1
跎,1
泠,1
邸,1
诰,1
戕,1
纫,1
澹,1
汊,1
珉,1
甫,1
巫,1
唝,1
蓁,1
秇,1
膭,1
焕,1
黠,1
阒,1
阑,1
鲍,1
鬏,1
互,1
柞,1
豇,1
镟,1
鹌,1
鹑,1
妩,1
鞒,1
邃,1
啈,1
硗,1
闽,1
鳏,1
貅,1
焯,1
熝,1
莴,1
藩,1
枸,1
杞,1
鄱,1
聘,1
菑,1
浍,1
欧,1
瘼,1
霍,1
穑,1
镂,1
赆,1
硕,1
菽,1
邑,1
抒,1
捷,1
咚,1
窎,1
镕,1
瞬,1
埂,1
唎,1
瞔,1
猍,1
夤,1
濛,1
晰,1
茏,1
骞,1
褐,1
辋,1
凫,1
侠,1
冯,1
倐,1
磐,1
蜚,1
莹,1
徘,1
徊,1
褡,1
匿,1
琗,1
琚,1
蠲,1
冈,1
蹱,1
壬,1
戊,1
羌,1
螭,1
餪,1
萱,1
斝,1
饫,1
镵,1
嫣,1
姌,1
臼,1
逭,1
瑠,1
诽,1
鞄,1
嫖,1
龚,1
殁,1
豁,1
琳,1
囱,1
饲,1
签,1
喔,1
癃,1
佃,1
绎,1
衍,1
蕨,1
挹,1
讵,1
蹑,1
赜,1
爰,1
译,1
陲,1
泫,1
矧,1
冀,1
欤,1
璋,1
砾,1
恧,1
酗,1
慵,1
炬,1
